# ASCII 1D datafile generated by TiberCAD
# 1 x
# 2 GenerationRate
# 3 Intensity
# 4 ElectricField
# x GenerationRate Intensity ElectricField 
705 9.28672e+16 1038.97 627.078 
706 9.28096e+16 1038.44 626.723 
707 9.27544e+16 1037.91 626.375 
708 9.27017e+16 1037.39 626.033 
709 9.26515e+16 1036.87 625.697 
710 9.26039e+16 1036.37 625.369 
711 9.25588e+16 1035.88 625.047 
712 9.25162e+16 1035.4 624.732 
713 9.24762e+16 1034.93 624.425 
714 9.24389e+16 1034.47 624.125 
715 9.24041e+16 1034.02 623.833 
716 9.2372e+16 1033.59 623.549 
717 9.23424e+16 1033.17 623.274 
718 9.23156e+16 1032.76 623.007 
719 9.22913e+16 1032.37 622.749 
720 9.22698e+16 1031.99 622.5 
721 9.22509e+16 1031.62 622.259 
722 9.22346e+16 1031.27 622.029 
723 9.22211e+16 1030.93 621.807 
724 9.22102e+16 1030.62 621.595 
725 9.2202e+16 1030.31 621.394 
726 9.21965e+16 1030.03 621.202 
727 9.21937e+16 1029.75 621.02 
728 9.21936e+16 1029.5 620.849 
729 9.21962e+16 1029.27 620.688 
730 9.22014e+16 1029.05 620.538 
731 9.22094e+16 1028.85 620.399 
732 9.222e+16 1028.66 620.271 
733 9.22333e+16 1028.5 620.154 
734 9.22493e+16 1028.36 620.048 
735 9.22679e+16 1028.23 619.953 
736 9.22892e+16 1028.12 619.87 
737 9.23131e+16 1028.03 619.798 
738 9.23397e+16 1027.96 619.738 
739 9.23689e+16 1027.91 619.69 
740 9.24008e+16 1027.88 619.653 
741 9.24352e+16 1027.87 619.629 
742 9.24722e+16 1027.88 619.616 
743 9.25118e+16 1027.91 619.615 
744 9.2554e+16 1027.96 619.626 
745 9.25988e+16 1028.03 619.65 
746 9.2646e+16 1028.12 619.685 
747 9.26958e+16 1028.23 619.733 
748 9.27481e+16 1028.36 619.793 
749 9.28028e+16 1028.51 619.864 
750 9.286e+16 1028.68 619.948 
751 9.29196e+16 1028.87 620.044 
752 9.29817e+16 1029.08 620.152 
753 9.30461e+16 1029.31 620.273 
754 9.31129e+16 1029.55 620.405 
755 9.3182e+16 1029.82 620.549 
756 9.32535e+16 1030.11 620.705 
757 9.33272e+16 1030.42 620.872 
758 9.34031e+16 1030.74 621.052 
759 9.34813e+16 1031.08 621.243 
760 9.35616e+16 1031.45 621.445 
761 9.36441e+16 1031.83 621.659 
762 9.37288e+16 1032.23 621.884 
763 9.38155e+16 1032.65 622.12 
764 9.39042e+16 1033.08 622.368 
765 9.39949e+16 1033.53 622.626 
766 9.40876e+16 1034 622.895 
767 9.41822e+16 1034.49 623.174 
768 9.42787e+16 1034.99 623.463 
769 9.43771e+16 1035.51 623.763 
770 9.44772e+16 1036.04 624.073 
771 9.45791e+16 1036.59 624.392 
772 9.46826e+16 1037.15 624.721 
773 9.47878e+16 1037.73 625.06 
774 9.48946e+16 1038.33 625.407 
775 9.5003e+16 1038.93 625.763 
776 9.51128e+16 1039.55 626.128 
777 9.52241e+16 1040.18 626.501 
778 9.53367e+16 1040.83 626.882 
779 9.54507e+16 1041.49 627.272 
780 9.5566e+16 1042.15 627.668 
781 9.56824e+16 1042.83 628.072 
782 9.58e+16 1043.52 628.483 
783 9.59187e+16 1044.22 628.901 
784 9.60384e+16 1044.93 629.325 
785 9.61591e+16 1045.65 629.756 
786 9.62807e+16 1046.37 630.192 
787 9.64031e+16 1047.11 630.634 
788 9.65262e+16 1047.85 631.081 
789 9.66501e+16 1048.59 631.532 
790 9.67746e+16 1049.35 631.989 
791 9.68997e+16 1050.11 632.45 
792 9.70252e+16 1050.87 632.914 
793 9.71512e+16 1051.64 633.383 
794 9.72775e+16 1052.41 633.855 
795 9.74041e+16 1053.19 634.329 
796 9.75309e+16 1053.97 634.807 
797 9.76579e+16 1054.75 635.286 
798 9.77849e+16 1055.53 635.768 
799 9.79119e+16 1056.31 636.251 
800 9.80388e+16 1057.1 636.736 
801 9.81655e+16 1057.88 637.222 
802 9.82921e+16 1058.66 637.708 
803 9.84183e+16 1059.44 638.195 
804 9.85441e+16 1060.22 638.682 
805 9.86695e+16 1061 639.168 
806 9.87944e+16 1061.77 639.654 
807 9.89186e+16 1062.54 640.139 
808 9.90422e+16 1063.31 640.623 
809 9.91651e+16 1064.07 641.105 
810 9.92871e+16 1064.82 641.586 
811 9.94083e+16 1065.57 642.064 
812 9.95284e+16 1066.31 642.539 
813 9.96476e+16 1067.05 643.012 
814 9.97657e+16 1067.77 643.482 
815 9.98825e+16 1068.49 643.948 
816 9.99982e+16 1069.2 644.411 
817 1.00113e+17 1069.91 644.87 
818 1.00226e+17 1070.6 645.324 
819 1.00337e+17 1071.28 645.774 
820 1.00447e+17 1071.95 646.22 
821 1.00556e+17 1072.61 646.66 
822 1.00662e+17 1073.26 647.095 
823 1.00768e+17 1073.89 647.524 
824 1.00871e+17 1074.51 647.948 
825 1.00973e+17 1075.12 648.365 
826 1.01072e+17 1075.72 648.777 
827 1.0117e+17 1076.3 649.181 
828 1.01266e+17 1076.87 649.579 
829 1.0136e+17 1077.42 649.971 
830 1.01452e+17 1077.96 650.355 
831 1.01542e+17 1078.48 650.731 
832 1.01629e+17 1078.99 651.1 
833 1.01715e+17 1079.48 651.462 
834 1.01798e+17 1079.95 651.815 
835 1.01878e+17 1080.41 652.161 
836 1.01957e+17 1080.85 652.498 
837 1.02033e+17 1081.27 652.827 
838 1.02107e+17 1081.67 653.147 
839 1.02178e+17 1082.06 653.459 
840 1.02247e+17 1082.43 653.761 
841 1.02313e+17 1082.78 654.055 
842 1.02377e+17 1083.11 654.34 
843 1.02438e+17 1083.42 654.615 
844 1.02497e+17 1083.71 654.881 
845 1.02553e+17 1083.99 655.138 
846 1.02607e+17 1084.24 655.385 
847 1.02657e+17 1084.48 655.623 
848 1.02706e+17 1084.69 655.851 
849 1.02751e+17 1084.89 656.069 
850 1.02794e+17 1085.07 656.277 
851 1.02834e+17 1085.22 656.475 
852 1.02872e+17 1085.36 656.664 
853 1.02906e+17 1085.47 656.842 
854 1.02938e+17 1085.57 657.011 
855 1.02968e+17 1085.65 657.169 
856 1.02994e+17 1085.7 657.317 
857 1.03018e+17 1085.74 657.455 
858 1.03039e+17 1085.76 657.583 
859 1.03058e+17 1085.75 657.701 
860 1.03074e+17 1085.73 657.808 
861 1.03087e+17 1085.69 657.906 
862 1.03097e+17 1085.63 657.993 
863 1.03105e+17 1085.55 658.07 
864 1.0311e+17 1085.45 658.137 
865 1.03113e+17 1085.33 658.194 
866 1.03112e+17 1085.19 658.241 
867 1.0311e+17 1085.03 658.278 
868 1.03104e+17 1084.86 658.305 
869 1.03096e+17 1084.67 658.323 
870 1.03086e+17 1084.45 658.33 
871 1.03073e+17 1084.22 658.327 
872 1.03057e+17 1083.98 658.315 
873 1.03039e+17 1083.71 658.293 
874 1.03018e+17 1083.43 658.262 
875 1.02995e+17 1083.14 658.221 
876 1.0297e+17 1082.82 658.171 
877 1.02942e+17 1082.49 658.111 
878 1.02912e+17 1082.15 658.043 
879 1.02879e+17 1081.79 657.965 
880 1.02845e+17 1081.41 657.878 
881 1.02808e+17 1081.02 657.783 
882 1.02768e+17 1080.62 657.679 
883 1.02727e+17 1080.2 657.566 
884 1.02683e+17 1079.77 657.445 
885 1.02638e+17 1079.32 657.315 
886 1.0259e+17 1078.87 657.177 
887 1.0254e+17 1078.4 657.031 
888 1.02488e+17 1077.92 656.878 
889 1.02434e+17 1077.42 656.716 
890 1.02378e+17 1076.92 656.547 
891 1.02321e+17 1076.41 656.371 
892 1.02261e+17 1075.88 656.187 
893 1.022e+17 1075.35 655.997 
894 1.02137e+17 1074.81 655.799 
895 1.02072e+17 1074.26 655.595 
896 1.02005e+17 1073.7 655.384 
897 1.01937e+17 1073.13 655.167 
898 1.01867e+17 1072.56 654.944 
899 1.01796e+17 1071.98 654.714 
900 1.01723e+17 1071.39 654.479 
901 1.01649e+17 1070.8 654.239 
902 1.01573e+17 1070.2 653.993 
903 1.01496e+17 1069.6 653.741 
904 1.01418e+17 1068.99 653.485 
905 1.01338e+17 1068.38 653.224 
906 1.01257e+17 1067.77 652.959 
907 1.01175e+17 1067.15 652.689 
908 1.01092e+17 1066.53 652.415 
909 1.01007e+17 1065.91 652.137 
910 1.00922e+17 1065.29 651.856 
911 1.00836e+17 1064.67 651.571 
912 1.00748e+17 1064.04 651.283 
913 1.0066e+17 1063.42 650.991 
914 1.00571e+17 1062.8 650.697 
915 1.00481e+17 1062.18 650.401 
916 1.00391e+17 1061.56 650.101 
917 1.00299e+17 1060.94 649.8 
918 1.00207e+17 1060.33 649.497 
919 1.00115e+17 1059.71 649.192 
920 1.00022e+17 1059.11 648.886 
921 9.99282e+16 1058.5 648.578 
922 9.98341e+16 1057.9 648.269 
923 9.97397e+16 1057.3 647.96 
924 9.9645e+16 1056.71 647.65 
925 9.955e+16 1056.13 647.339 
926 9.94547e+16 1055.55 647.028 
927 9.93592e+16 1054.97 646.717 
928 9.92637e+16 1054.4 646.407 
929 9.9168e+16 1053.84 646.097 
930 9.90723e+16 1053.29 645.787 
931 9.89766e+16 1052.75 645.478 
932 9.88809e+16 1052.21 645.171 
933 9.87854e+16 1051.68 644.864 
934 9.86901e+16 1051.16 644.559 
935 9.8595e+16 1050.65 644.255 
936 9.85001e+16 1050.14 643.954 
937 9.84056e+16 1049.65 643.654 
938 9.83115e+16 1049.17 643.356 
939 9.82177e+16 1048.7 643.061 
940 9.81245e+16 1048.23 642.768 
941 9.80317e+16 1047.78 642.478 
942 9.79395e+16 1047.34 642.19 
943 9.7848e+16 1046.91 641.906 
944 9.7757e+16 1046.49 641.624 
945 9.76668e+16 1046.08 641.346 
946 9.75774e+16 1045.69 641.071 
947 9.74887e+16 1045.3 640.8 
948 9.74009e+16 1044.93 640.532 
949 9.7314e+16 1044.57 640.268 
950 9.7228e+16 1044.23 640.008 
951 9.7143e+16 1043.89 639.751 
952 9.7059e+16 1043.57 639.499 
953 9.6976e+16 1043.26 639.251 
954 9.68942e+16 1042.96 639.007 
955 9.68135e+16 1042.68 638.768 
956 9.67339e+16 1042.4 638.533 
957 9.66556e+16 1042.15 638.302 
958 9.65785e+16 1041.9 638.076 
959 9.65028e+16 1041.67 637.855 
960 9.64283e+16 1041.45 637.639 
961 9.63552e+16 1041.24 637.427 
962 9.62834e+16 1041.05 637.22 
963 9.62131e+16 1040.87 637.017 
964 9.61443e+16 1040.7 636.82 
965 9.60769e+16 1040.55 636.627 
966 9.6011e+16 1040.4 636.44 
967 9.59466e+16 1040.28 636.257 
968 9.58838e+16 1040.16 636.079 
969 9.58226e+16 1040.06 635.906 
970 9.57629e+16 1039.97 635.738 
971 9.57049e+16 1039.89 635.575 
972 9.56485e+16 1039.82 635.417 
973 9.55938e+16 1039.77 635.264 
974 9.55408e+16 1039.73 635.116 
975 9.54894e+16 1039.7 634.972 
976 9.54397e+16 1039.68 634.834 
977 9.53918e+16 1039.68 634.7 
978 9.53456e+16 1039.69 634.571 
979 9.53011e+16 1039.7 634.447 
980 9.52583e+16 1039.73 634.327 
981 9.52173e+16 1039.77 634.212 
982 9.51781e+16 1039.83 634.102 
983 9.51406e+16 1039.89 633.996 
984 9.51049e+16 1039.96 633.895 
985 9.50709e+16 1040.04 633.798 
986 9.50387e+16 1040.14 633.706 
987 9.50083e+16 1040.24 633.618 
988 9.49796e+16 1040.35 633.534 
989 9.49527e+16 1040.47 633.454 
990 9.49275e+16 1040.6 633.379 
991 9.49041e+16 1040.74 633.307 
992 9.48823e+16 1040.89 633.239 
993 9.48623e+16 1041.05 633.175 
994 9.48441e+16 1041.21 633.115 
995 9.48275e+16 1041.39 633.059 
996 9.48126e+16 1041.57 633.006 
997 9.47994e+16 1041.76 632.957 
998 9.47878e+16 1041.95 632.912 
999 9.47778e+16 1042.15 632.869 
1000 9.47695e+16 1042.36 632.83 
1001 9.47628e+16 1042.57 632.795 
1002 9.47577e+16 1042.8 632.762 
1003 9.47542e+16 1043.02 632.733 
1004 9.47521e+16 1043.25 632.706 
1005 9.47516e+16 1043.49 632.682 
1006 9.47527e+16 1043.73 632.661 
1007 9.47551e+16 1043.98 632.643 
1008 9.47591e+16 1044.23 632.628 
1009 9.47644e+16 1044.48 632.615 
1010 9.47712e+16 1044.74 632.604 
1011 9.47793e+16 1045 632.596 
1012 9.47888e+16 1045.26 632.591 
1013 9.47997e+16 1045.53 632.587 
1014 9.48118e+16 1045.8 632.586 
1015 9.48252e+16 1046.07 632.587 
1016 9.48398e+16 1046.34 632.59 
1017 9.48556e+16 1046.62 632.595 
1018 9.48726e+16 1046.9 632.602 
1019 9.48908e+16 1047.18 632.611 
1020 9.49002e+16 1047.31 632.616 
1020 2.01526e+20 1163.67 573.713 
1021 2.01371e+20 1163.99 573.931 
1022 2.01051e+20 1164.55 574.323 
1023 2.00707e+20 1164.96 574.633 
1024 2.00341e+20 1165.23 574.86 
1025 1.99955e+20 1165.35 575.007 
1026 1.99551e+20 1165.34 575.075 
1027 1.99131e+20 1165.2 575.066 
1028 1.98697e+20 1164.93 574.982 
1029 1.98251e+20 1164.54 574.825 
1030 1.97794e+20 1164.03 574.596 
1031 1.9733e+20 1163.41 574.299 
1032 1.9686e+20 1162.69 573.936 
1033 1.96387e+20 1161.88 573.509 
1034 1.95912e+20 1160.97 573.021 
1035 1.95437e+20 1159.97 572.474 
1036 1.94964e+20 1158.9 571.872 
1037 1.94496e+20 1157.76 571.216 
1038 1.94033e+20 1156.55 570.51 
1039 1.93578e+20 1155.28 569.756 
1040 1.93132e+20 1153.97 568.958 
1041 1.92697e+20 1152.61 568.117 
1042 1.92272e+20 1151.21 567.237 
1043 1.91861e+20 1149.77 566.321 
1044 1.91462e+20 1148.32 565.371 
1045 1.91078e+20 1146.84 564.389 
1046 1.90708e+20 1145.36 563.379 
1047 1.90354e+20 1143.87 562.343 
1048 1.90014e+20 1142.37 561.283 
1049 1.8969e+20 1140.89 560.201 
1050 1.8938e+20 1139.41 559.1 
1051 1.89085e+20 1137.95 557.982 
1052 1.88803e+20 1136.52 556.849 
1053 1.88534e+20 1135.1 555.703 
1054 1.88278e+20 1133.72 554.545 
1055 1.88032e+20 1132.37 553.378 
1056 1.87796e+20 1131.06 552.202 
1057 1.87569e+20 1129.79 551.019 
1058 1.87348e+20 1128.56 549.83 
1059 1.87132e+20 1127.38 548.636 
1060 1.86919e+20 1126.25 547.439 
1061 1.86707e+20 1125.17 546.238 
1062 1.86494e+20 1124.14 545.035 
1063 1.86279e+20 1123.17 543.831 
1064 1.86059e+20 1122.24 542.624 
1065 1.85832e+20 1121.37 541.417 
1066 1.85596e+20 1120.56 540.208 
1067 1.85349e+20 1119.79 538.998 
1068 1.85088e+20 1119.08 537.786 
1069 1.84812e+20 1118.42 536.572 
1070 1.84519e+20 1117.81 535.357 
1071 1.84206e+20 1117.25 534.139 
1072 1.83871e+20 1116.73 532.917 
1073 1.83514e+20 1116.26 531.691 
1074 1.83131e+20 1115.82 530.461 
1075 1.82722e+20 1115.42 529.224 
1076 1.82286e+20 1115.05 527.981 
1077 1.8182e+20 1114.7 526.73 
1078 1.81325e+20 1114.39 525.471 
1079 1.80798e+20 1114.09 524.201 
1080 1.80239e+20 1113.8 522.92 
1081 1.79648e+20 1113.53 521.627 
1082 1.79024e+20 1113.26 520.32 
1083 1.78368e+20 1112.99 518.998 
1084 1.77678e+20 1112.71 517.66 
1085 1.76956e+20 1112.43 516.304 
1086 1.76201e+20 1112.12 514.929 
1087 1.75415e+20 1111.79 513.535 
1088 1.74598e+20 1111.44 512.119 
1089 1.73751e+20 1111.04 510.68 
1090 1.72875e+20 1110.61 509.218 
1091 1.71972e+20 1110.14 507.731 
1092 1.71043e+20 1109.61 506.218 
1093 1.7009e+20 1109.02 504.678 
1094 1.69115e+20 1108.37 503.111 
1095 1.68119e+20 1107.65 501.514 
1096 1.67104e+20 1106.85 499.887 
1097 1.66073e+20 1105.98 498.23 
1098 1.65029e+20 1105.02 496.542 
1099 1.63972e+20 1103.97 494.823 
1100 1.62906e+20 1102.83 493.071 
1101 1.61833e+20 1101.59 491.286 
1102 1.60755e+20 1100.24 489.468 
1103 1.59676e+20 1098.79 487.617 
1104 1.58596e+20 1097.22 485.733 
1105 1.57519e+20 1095.54 483.816 
1106 1.56448e+20 1093.75 481.865 
1107 1.55383e+20 1091.83 479.881 
1108 1.54328e+20 1089.79 477.864 
1109 1.53284e+20 1087.63 475.815 
1110 1.52255e+20 1085.33 473.735 
1111 1.5124e+20 1082.92 471.623 
1112 1.50243e+20 1080.37 469.48 
1113 1.49265e+20 1077.69 467.308 
1114 1.48308e+20 1074.88 465.108 
1115 1.47372e+20 1071.94 462.88 
1116 1.4646e+20 1068.88 460.625 
1117 1.45571e+20 1065.68 458.346 
1118 1.44707e+20 1062.36 456.042 
1119 1.43868e+20 1058.91 453.717 
1120 1.43056e+20 1055.34 451.371 
1121 1.42269e+20 1051.65 449.006 
1122 1.4151e+20 1047.85 446.624 
1123 1.40776e+20 1043.93 444.227 
1124 1.40068e+20 1039.9 441.817 
1125 1.39387e+20 1035.76 439.396 
1126 1.3873e+20 1031.53 436.966 
1127 1.38098e+20 1027.19 434.529 
1128 1.37489e+20 1022.77 432.088 
1129 1.36903e+20 1018.26 429.646 
1130 1.36339e+20 1013.68 427.204 
1131 1.35795e+20 1009.02 424.766 
1132 1.3527e+20 1004.29 422.334 
1133 1.34763e+20 999.508 419.91 
1134 1.34272e+20 994.672 417.499 
1135 1.33795e+20 989.791 415.102 
1136 1.33332e+20 984.874 412.722 
1137 1.32881e+20 979.928 410.363 
1138 1.3244e+20 974.961 408.028 
1139 1.32007e+20 969.982 405.719 
1140 1.31581e+20 964.998 403.44 
1141 1.31161e+20 960.02 401.193 
1142 1.30745e+20 955.055 398.983 
1143 1.30331e+20 950.113 396.812 
1144 1.29919e+20 945.201 394.684 
1145 1.29507e+20 940.33 392.601 
1146 1.29094e+20 935.507 390.567 
1147 1.28679e+20 930.743 388.586 
1148 1.28261e+20 926.046 386.66 
1149 1.27839e+20 921.425 384.792 
1150 1.27414e+20 916.888 382.986 
1151 1.26983e+20 912.445 381.245 
1152 1.26548e+20 908.105 379.572 
1153 1.26107e+20 903.875 377.97 
1154 1.25661e+20 899.764 376.442 
1155 1.2521e+20 895.78 374.99 
1156 1.24755e+20 891.931 373.619 
1157 1.24295e+20 888.226 372.33 
1158 1.23832e+20 884.67 371.126 
1159 1.23366e+20 881.273 370.01 
1160 1.23132e+20 879.614 369.474 
1160 7.83954e+20 755.748 368.495 
1161 7.74757e+20 754.059 367.691 
1162 7.56707e+20 750.847 366.178 
1163 7.39359e+20 747.972 364.859 
1164 7.22745e+20 745.439 363.736 
1165 7.06894e+20 743.254 362.81 
1166 6.91832e+20 741.418 362.085 
1167 6.77583e+20 739.937 361.562 
1168 6.64165e+20 738.811 361.241 
1169 6.51597e+20 738.044 361.125 
1170 6.39892e+20 737.635 361.214 
1171 6.2906e+20 737.587 361.507 
1172 6.19108e+20 737.899 362.005 
1173 6.10041e+20 738.569 362.708 
1174 6.01858e+20 739.598 363.614 
1175 5.94556e+20 740.982 364.722 
1176 5.88129e+20 742.718 366.031 
1177 5.82567e+20 744.805 367.538 
1178 5.77857e+20 747.237 369.242 
1179 5.73982e+20 750.01 371.139 
1180 5.72251e+20 751.481 372.135 
1180 5.97187e+21 976.797 374.317 
1181 5.93002e+21 976.898 374.672 
1182 5.84683e+21 977.1 375.398 
1183 5.7647e+21 977.295 376.157 
1184 5.68361e+21 977.48 376.946 
1185 5.60358e+21 977.652 377.764 
1186 5.52462e+21 977.808 378.607 
1187 5.44674e+21 977.942 379.474 
1188 5.36995e+21 978.054 380.363 
1189 5.29425e+21 978.139 381.272 
1190 5.21966e+21 978.194 382.199 
1191 5.1462e+21 978.218 383.141 
1192 5.07388e+21 978.207 384.098 
1193 5.0027e+21 978.16 385.067 
1194 4.93269e+21 978.073 386.047 
1195 4.86386e+21 977.946 387.035 
1196 4.79621e+21 977.776 388.031 
1197 4.72978e+21 977.562 389.033 
1198 4.66456e+21 977.303 390.038 
1199 4.60058e+21 976.996 391.047 
1200 4.53785e+21 976.642 392.057 
1201 4.47637e+21 976.239 393.067 
1202 4.41616e+21 975.786 394.076 
1203 4.35724e+21 975.284 395.083 
1204 4.29961e+21 974.732 396.086 
1205 4.24328e+21 974.129 397.085 
1206 4.18827e+21 973.476 398.077 
1207 4.13458e+21 972.772 399.064 
1208 4.08221e+21 972.019 400.042 
1209 4.03118e+21 971.217 401.012 
1210 3.98148e+21 970.366 401.973 
1211 3.93313e+21 969.468 402.923 
1212 3.88612e+21 968.523 403.863 
1213 3.84045e+21 967.532 404.792 
1214 3.79613e+21 966.498 405.708 
1215 3.75315e+21 965.42 406.612 
1216 3.71151e+21 964.302 407.502 
1217 3.6712e+21 963.145 408.379 
1218 3.63222e+21 961.95 409.242 
1219 3.59455e+21 960.719 410.09 
1220 3.5582e+21 959.456 410.924 
1221 3.52315e+21 958.162 411.742 
1222 3.48938e+21 956.839 412.546 
1223 3.45688e+21 955.489 413.333 
1224 3.42564e+21 954.117 414.105 
1225 3.39563e+21 952.723 414.861 
1226 3.36685e+21 951.312 415.601 
1227 3.33926e+21 949.885 416.324 
1228 3.31285e+21 948.446 417.032 
1229 3.28759e+21 946.998 417.723 
1230 3.26345e+21 945.543 418.399 
1231 3.24042e+21 944.086 419.058 
1232 3.21846e+21 942.628 419.701 
1233 3.19754e+21 941.174 420.327 
1234 3.17763e+21 939.726 420.938 
1235 3.1587e+21 938.287 421.533 
1236 3.14072e+21 936.862 422.113 
1237 3.12365e+21 935.453 422.676 
1238 3.10745e+21 934.064 423.225 
1239 3.0921e+21 932.698 423.758 
1240 3.07754e+21 931.357 424.275 
1241 3.06375e+21 930.046 424.778 
1242 3.05068e+21 928.768 425.266 
1243 3.03829e+21 927.526 425.739 
1244 3.02654e+21 926.322 426.198 
1245 3.0154e+21 925.161 426.643 
1246 3.0048e+21 924.045 427.073 
1247 2.99473e+21 922.977 427.489 
1248 2.98512e+21 921.96 427.892 
1249 2.97594e+21 920.997 428.28 
1250 2.96715e+21 920.09 428.655 
1251 2.95869e+21 919.242 429.017 
1252 2.95053e+21 918.456 429.365 
1253 2.94262e+21 917.735 429.7 
1254 2.93491e+21 917.079 430.021 
1255 2.92737e+21 916.493 430.329 
1256 2.91995e+21 915.977 430.624 
1257 2.91261e+21 915.533 430.906 
1258 2.9053e+21 915.164 431.174 
1259 2.89798e+21 914.871 431.429 
1260 2.89061e+21 914.654 431.67 
1261 2.88315e+21 914.517 431.898 
1262 2.87556e+21 914.459 432.112 
1263 2.8678e+21 914.482 432.312 
1264 2.85983e+21 914.587 432.498 
1265 2.85162e+21 914.773 432.67 
1266 2.84312e+21 915.042 432.826 
1267 2.83431e+21 915.393 432.968 
1268 2.82515e+21 915.827 433.095 
1269 2.81561e+21 916.343 433.206 
1270 2.80566e+21 916.942 433.3 
1271 2.79526e+21 917.621 433.378 
1272 2.78439e+21 918.382 433.439 
1273 2.77303e+21 919.221 433.482 
1274 2.76114e+21 920.14 433.507 
1275 2.74872e+21 921.134 433.514 
1276 2.73572e+21 922.205 433.5 
1277 2.72214e+21 923.348 433.467 
1278 2.70797e+21 924.563 433.413 
1279 2.69317e+21 925.846 433.337 
1280 2.67774e+21 927.196 433.238 
1281 2.66167e+21 928.609 433.117 
1282 2.64495e+21 930.084 432.971 
1283 2.62757e+21 931.615 432.801 
1284 2.60952e+21 933.201 432.605 
1285 2.5908e+21 934.838 432.382 
1286 2.57141e+21 936.521 432.131 
1287 2.55136e+21 938.247 431.851 
1288 2.53063e+21 940.011 431.542 
1289 2.50924e+21 941.81 431.201 
1290 2.4872e+21 943.639 430.829 
1291 2.46451e+21 945.493 430.424 
1292 2.44118e+21 947.367 429.985 
1293 2.41724e+21 949.256 429.511 
1294 2.39268e+21 951.154 429 
1295 2.36753e+21 953.058 428.452 
1296 2.34181e+21 954.96 427.865 
1297 2.31555e+21 956.855 427.239 
1298 2.28875e+21 958.738 426.571 
1299 2.26145e+21 960.602 425.862 
1300 2.23367e+21 962.442 425.109 
1301 2.20545e+21 964.251 424.312 
1302 2.17681e+21 966.023 423.469 
1303 2.14778e+21 967.752 422.579 
1304 2.1184e+21 969.431 421.642 
1305 2.0887e+21 971.054 420.655 
1306 2.05871e+21 972.615 419.619 
1307 2.02849e+21 974.106 418.531 
1308 1.99805e+21 975.521 417.391 
1309 1.96745e+21 976.853 416.198 
1310 1.93672e+21 978.097 414.95 
1311 1.90591e+21 979.244 413.648 
1312 1.87506e+21 980.289 412.289 
1313 1.84421e+21 981.225 410.873 
1314 1.8134e+21 982.045 409.4 
1315 1.78269e+21 982.743 407.868 
1316 1.75212e+21 983.312 406.276 
1317 1.72173e+21 983.746 404.624 
1318 1.69156e+21 984.039 402.912 
1319 1.66168e+21 984.183 401.138 
1320 1.63211e+21 984.175 399.303 
1321 1.60292e+21 984.006 397.406 
1322 1.57413e+21 983.672 395.446 
1323 1.54581e+21 983.166 393.423 
1324 1.51799e+21 982.484 391.336 
1325 1.49072e+21 981.619 389.187 
1326 1.46405e+21 980.567 386.974 
1327 1.43801e+21 979.322 384.699 
1328 1.41265e+21 977.881 382.359 
1329 1.38802e+21 976.238 379.957 
1330 1.36414e+21 974.388 377.493 
1331 1.34107e+21 972.329 374.965 
1332 1.31883e+21 970.056 372.376 
1333 1.29747e+21 967.565 369.726 
1334 1.27702e+21 964.854 367.015 
1335 1.25751e+21 961.919 364.245 
1336 1.23897e+21 958.758 361.415 
1337 1.22143e+21 955.368 358.528 
1338 1.20492e+21 951.748 355.583 
1339 1.18946e+21 947.895 352.583 
1340 1.17509e+21 943.809 349.529 
1341 1.16181e+21 939.488 346.422 
1342 1.14964e+21 934.932 343.264 
1343 1.1386e+21 930.14 340.056 
1344 1.12871e+21 925.113 336.8 
1345 1.11998e+21 919.851 333.498 
1346 1.11241e+21 914.355 330.152 
1347 1.106e+21 908.626 326.764 
1348 1.10077e+21 902.666 323.336 
1349 1.0967e+21 896.477 319.872 
1350 1.09381e+21 890.061 316.372 
1351 1.09207e+21 883.422 312.84 
1352 1.09149e+21 876.562 309.279 
1353 1.09204e+21 869.486 305.69 
1354 1.09372e+21 862.198 302.078 
1355 1.09651e+21 854.701 298.445 
1356 1.10039e+21 847.002 294.795 
1357 1.10533e+21 839.106 291.13 
1358 1.11131e+21 831.018 287.454 
1359 1.1183e+21 822.746 283.77 
1360 1.12626e+21 814.294 280.083 
1361 1.13517e+21 805.672 276.394 
1362 1.14498e+21 796.886 272.71 
1363 1.15565e+21 787.944 269.032 
1364 1.16715e+21 778.855 265.365 
1365 1.17943e+21 769.628 261.714 
1366 1.19243e+21 760.272 258.081 
1367 1.20612e+21 750.796 254.472 
1368 1.22043e+21 741.21 250.891 
1369 1.23532e+21 731.526 247.341 
1370 1.25073e+21 721.753 243.828 
1371 1.2666e+21 711.903 240.355 
1372 1.28287e+21 701.987 236.928 
1373 1.29949e+21 692.017 233.55 
1374 1.31638e+21 682.006 230.227 
1375 1.33349e+21 671.966 226.963 
1376 1.35075e+21 661.909 223.763 
1377 1.36809e+21 651.849 220.63 
1378 1.38546e+21 641.799 217.571 
1379 1.40277e+21 631.773 214.59 
1380 1.41997e+21 621.784 211.691 
1381 1.437e+21 611.848 208.88 
1382 1.45377e+21 601.978 206.161 
1383 1.47022e+21 592.188 203.539 
1384 1.48629e+21 582.494 201.018 
1385 1.50191e+21 572.911 198.603 
1386 1.51702e+21 563.453 196.3 
1387 1.53155e+21 554.136 194.112 
1388 1.54543e+21 544.975 192.044 
1389 1.55861e+21 535.986 190.101 
1390 1.57102e+21 527.183 188.288 
1391 1.5826e+21 518.583 186.608 
